"layer","x","y"
212,-79.5,28.5
212,-78.5,28.5
212,-77.5,28.5
212,-76.5,28.5
212,-75.5,28.5
212,-74.5,28.5
212,-73.5,28.5
212,-72.5,28.5
212,-71.5,28.5
212,-70.5,28.5
212,-69.5,28.5
212,-68.5,28.5
212,-67.5,28.5
212,-66.5,28.5
212,-65.5,28.5
128,-64.5,28.5
128,-63.5,28.5
128,-62.5,28.5
128,-61.5,28.5
128,-60.5,28.5
68,-59.5,28.5
68,-58.5,28.5
68,-57.5,28.5
68,-56.5,28.5
104,-55.5,28.5
380,-94.5,27.5
380,-93.5,27.5
80,-92.5,27.5
80,-91.5,27.5
80,-90.5,27.5
80,-89.5,27.5
80,-88.5,27.5
212,-87.5,27.5
212,-86.5,27.5
212,-85.5,27.5
212,-84.5,27.5
212,-83.5,27.5
212,-82.5,27.5
-1,-81.5,27.5
212,-80.5,27.5
212,-79.5,27.5
212,-78.5,27.5
212,-77.5,27.5
212,-76.5,27.5
212,-75.5,27.5
212,-74.5,27.5
212,-73.5,27.5
212,-72.5,27.5
212,-71.5,27.5
212,-70.5,27.5
212,-69.5,27.5
212,-68.5,27.5
212,-67.5,27.5
212,-66.5,27.5
212,-65.5,27.5
128,-64.5,27.5
128,-63.5,27.5
128,-62.5,27.5
128,-61.5,27.5
128,-60.5,27.5
68,-59.5,27.5
68,-58.5,27.5
68,-57.5,27.5
68,-56.5,27.5
104,-55.5,27.5
380,-94.5,26.5
380,-93.5,26.5
380,-92.5,26.5
80,-91.5,26.5
80,-90.5,26.5
80,-89.5,26.5
212,-88.5,26.5
212,-87.5,26.5
212,-86.5,26.5
212,-85.5,26.5
212,-84.5,26.5
212,-83.5,26.5
212,-82.5,26.5
-1,-81.5,26.5
-1,-80.5,26.5
212,-79.5,26.5
212,-78.5,26.5
212,-77.5,26.5
212,-76.5,26.5
212,-75.5,26.5
212,-74.5,26.5
212,-73.5,26.5
212,-72.5,26.5
212,-71.5,26.5
212,-70.5,26.5
212,-69.5,26.5
212,-68.5,26.5
212,-67.5,26.5
104,-66.5,26.5
104,-65.5,26.5
104,-64.5,26.5
104,-63.5,26.5
128,-62.5,26.5
129,-61.5,26.5
129,-60.5,26.5
69,-59.5,26.5
69,-58.5,26.5
69,-57.5,26.5
104,-56.5,26.5
104,-55.5,26.5
380,-94.5,25.5
380,-93.5,25.5
380,-92.5,25.5
380,-91.5,25.5
380,-90.5,25.5
380,-89.5,25.5
380,-88.5,25.5
212,-87.5,25.5
212,-86.5,25.5
212,-85.5,25.5
212,-84.5,25.5
212,-83.5,25.5
212,-82.5,25.5
212,-81.5,25.5
212,-80.5,25.5
212,-79.5,25.5
212,-78.5,25.5
212,-77.5,25.5
212,-76.5,25.5
212,-75.5,25.5
212,-74.5,25.5
212,-73.5,25.5
212,-72.5,25.5
212,-71.5,25.5
212,-70.5,25.5
212,-69.5,25.5
104,-68.5,25.5
104,-67.5,25.5
104,-66.5,25.5
104,-65.5,25.5
104,-64.5,25.5
104,-63.5,25.5
104,-62.5,25.5
104,-61.5,25.5
93,-60.5,25.5
93,-59.5,25.5
93,-58.5,25.5
93,-57.5,25.5
93,-56.5,25.5
104,-55.5,25.5
380,-94.5,24.5
380,-93.5,24.5
380,-92.5,24.5
380,-91.5,24.5
380,-90.5,24.5
380,-89.5,24.5
380,-88.5,24.5
212,-87.5,24.5
212,-86.5,24.5
212,-85.5,24.5
212,-84.5,24.5
212,-83.5,24.5
212,-82.5,24.5
212,-81.5,24.5
212,-80.5,24.5
212,-79.5,24.5
104,-78.5,24.5
104,-77.5,24.5
104,-76.5,24.5
212,-75.5,24.5
212,-74.5,24.5
212,-73.5,24.5
105,-72.5,24.5
105,-71.5,24.5
104,-70.5,24.5
104,-69.5,24.5
104,-68.5,24.5
105,-67.5,24.5
105,-66.5,24.5
105,-65.5,24.5
105,-64.5,24.5
93,-63.5,24.5
93,-62.5,24.5
93,-61.5,24.5
93,-60.5,24.5
93,-59.5,24.5
93,-58.5,24.5
93,-57.5,24.5
93,-56.5,24.5
93,-55.5,24.5
380,-94.5,23.5
380,-93.5,23.5
380,-92.5,23.5
380,-91.5,23.5
380,-90.5,23.5
380,-89.5,23.5
380,-88.5,23.5
212,-87.5,23.5
212,-86.5,23.5
212,-85.5,23.5
212,-84.5,23.5
212,-83.5,23.5
212,-82.5,23.5
212,-81.5,23.5
212,-80.5,23.5
212,-79.5,23.5
104,-78.5,23.5
105,-77.5,23.5
105,-76.5,23.5
105,-75.5,23.5
105,-74.5,23.5
105,-73.5,23.5
105,-72.5,23.5
105,-71.5,23.5
105,-70.5,23.5
105,-69.5,23.5
105,-68.5,23.5
105,-67.5,23.5
105,-66.5,23.5
105,-65.5,23.5
105,-64.5,23.5
93,-63.5,23.5
93,-62.5,23.5
93,-61.5,23.5
93,-60.5,23.5
93,-59.5,23.5
93,-58.5,23.5
93,-57.5,23.5
93,-56.5,23.5
93,-55.5,23.5
380,-94.5,22.5
380,-93.5,22.5
380,-92.5,22.5
380,-91.5,22.5
380,-90.5,22.5
380,-89.5,22.5
380,-88.5,22.5
212,-87.5,22.5
212,-86.5,22.5
212,-85.5,22.5
212,-84.5,22.5
212,-83.5,22.5
212,-82.5,22.5
212,-81.5,22.5
-1,-80.5,22.5
105,-79.5,22.5
105,-78.5,22.5
105,-77.5,22.5
105,-76.5,22.5
105,-75.5,22.5
105,-74.5,22.5
105,-73.5,22.5
105,-72.5,22.5
105,-71.5,22.5
105,-70.5,22.5
105,-69.5,22.5
105,-68.5,22.5
105,-67.5,22.5
105,-66.5,22.5
105,-65.5,22.5
105,-64.5,22.5
93,-63.5,22.5
93,-62.5,22.5
93,-61.5,22.5
93,-60.5,22.5
93,-59.5,22.5
93,-58.5,22.5
93,-57.5,22.5
93,-56.5,22.5
93,-55.5,22.5
440,-94.5,21.5
440,-93.5,21.5
440,-92.5,21.5
440,-91.5,21.5
380,-90.5,21.5
380,-89.5,21.5
212,-88.5,21.5
212,-87.5,21.5
104,-86.5,21.5
104,-85.5,21.5
104,-84.5,21.5
104,-83.5,21.5
104,-82.5,21.5
104,-81.5,21.5
104,-80.5,21.5
105,-79.5,21.5
105,-78.5,21.5
105,-77.5,21.5
105,-76.5,21.5
105,-75.5,21.5
105,-74.5,21.5
105,-73.5,21.5
105,-72.5,21.5
105,-71.5,21.5
105,-70.5,21.5
105,-69.5,21.5
105,-68.5,21.5
105,-67.5,21.5
105,-66.5,21.5
105,-65.5,21.5
105,-64.5,21.5
105,-63.5,21.5
93,-62.5,21.5
104,-61.5,21.5
104,-60.5,21.5
104,-59.5,21.5
104,-58.5,21.5
104,-57.5,21.5
104,-56.5,21.5
105,-55.5,21.5
440,-94.5,20.5
440,-93.5,20.5
440,-92.5,20.5
440,-91.5,20.5
440,-90.5,20.5
-1,-89.5,20.5
-1,-88.5,20.5
-1,-87.5,20.5
104,-86.5,20.5
104,-85.5,20.5
104,-84.5,20.5
104,-83.5,20.5
104,-82.5,20.5
104,-81.5,20.5
104,-80.5,20.5
105,-79.5,20.5
105,-78.5,20.5
105,-77.5,20.5
-1,-76.5,20.5
105,-75.5,20.5
105,-74.5,20.5
105,-73.5,20.5
105,-72.5,20.5
105,-71.5,20.5
105,-70.5,20.5
105,-69.5,20.5
105,-68.5,20.5
105,-67.5,20.5
105,-66.5,20.5
105,-65.5,20.5
105,-64.5,20.5
104,-63.5,20.5
104,-62.5,20.5
104,-61.5,20.5
104,-60.5,20.5
104,-59.5,20.5
104,-58.5,20.5
104,-57.5,20.5
104,-56.5,20.5
105,-55.5,20.5
440,-94.5,19.5
440,-93.5,19.5
440,-92.5,19.5
440,-91.5,19.5
440,-90.5,19.5
-1,-89.5,19.5
-1,-88.5,19.5
105,-87.5,19.5
105,-86.5,19.5
105,-85.5,19.5
104,-84.5,19.5
104,-83.5,19.5
104,-82.5,19.5
104,-81.5,19.5
104,-80.5,19.5
104,-79.5,19.5
105,-78.5,19.5
105,-77.5,19.5
105,-76.5,19.5
105,-75.5,19.5
105,-74.5,19.5
105,-73.5,19.5
105,-72.5,19.5
-1,-71.5,19.5
105,-70.5,19.5
105,-69.5,19.5
105,-68.5,19.5
105,-67.5,19.5
105,-66.5,19.5
105,-65.5,19.5
105,-64.5,19.5
104,-63.5,19.5
104,-62.5,19.5
104,-61.5,19.5
104,-60.5,19.5
104,-59.5,19.5
104,-58.5,19.5
104,-57.5,19.5
104,-56.5,19.5
105,-55.5,19.5
440,-94.5,18.5
440,-93.5,18.5
440,-92.5,18.5
440,-91.5,18.5
-1,-90.5,18.5
-1,-89.5,18.5
-1,-88.5,18.5
105,-87.5,18.5
105,-86.5,18.5
105,-85.5,18.5
105,-84.5,18.5
105,-83.5,18.5
104,-82.5,18.5
104,-81.5,18.5
105,-80.5,18.5
105,-79.5,18.5
105,-78.5,18.5
105,-77.5,18.5
105,-76.5,18.5
105,-75.5,18.5
105,-74.5,18.5
104,-73.5,18.5
105,-72.5,18.5
-1,-71.5,18.5
105,-70.5,18.5
105,-69.5,18.5
105,-68.5,18.5
105,-67.5,18.5
105,-66.5,18.5
105,-65.5,18.5
105,-64.5,18.5
105,-63.5,18.5
104,-62.5,18.5
104,-61.5,18.5
104,-60.5,18.5
104,-59.5,18.5
104,-58.5,18.5
104,-57.5,18.5
105,-56.5,18.5
105,-55.5,18.5
-1,-94.5,17.5
-1,-93.5,17.5
-1,-92.5,17.5
-1,-91.5,17.5
-1,-90.5,17.5
-1,-89.5,17.5
105,-88.5,17.5
105,-87.5,17.5
105,-86.5,17.5
105,-85.5,17.5
105,-84.5,17.5
105,-83.5,17.5
105,-82.5,17.5
105,-81.5,17.5
105,-80.5,17.5
105,-79.5,17.5
105,-78.5,17.5
105,-77.5,17.5
105,-76.5,17.5
105,-75.5,17.5
105,-74.5,17.5
105,-73.5,17.5
105,-72.5,17.5
105,-71.5,17.5
105,-70.5,17.5
105,-69.5,17.5
105,-68.5,17.5
105,-67.5,17.5
105,-66.5,17.5
105,-65.5,17.5
105,-64.5,17.5
105,-63.5,17.5
105,-62.5,17.5
105,-61.5,17.5
105,-60.5,17.5
105,-59.5,17.5
105,-58.5,17.5
105,-57.5,17.5
105,-56.5,17.5
105,-55.5,17.5
320,-94.5,16.5
-1,-93.5,16.5
-1,-92.5,16.5
-1,-91.5,16.5
-1,-90.5,16.5
-1,-89.5,16.5
105,-88.5,16.5
105,-87.5,16.5
105,-86.5,16.5
105,-85.5,16.5
105,-84.5,16.5
105,-83.5,16.5
105,-82.5,16.5
105,-81.5,16.5
105,-80.5,16.5
105,-79.5,16.5
105,-78.5,16.5
106,-77.5,16.5
106,-76.5,16.5
106,-75.5,16.5
106,-74.5,16.5
106,-73.5,16.5
105,-72.5,16.5
105,-71.5,16.5
105,-70.5,16.5
105,-69.5,16.5
105,-68.5,16.5
105,-67.5,16.5
105,-66.5,16.5
105,-65.5,16.5
105,-64.5,16.5
105,-63.5,16.5
105,-62.5,16.5
105,-61.5,16.5
105,-60.5,16.5
105,-59.5,16.5
105,-58.5,16.5
105,-57.5,16.5
105,-56.5,16.5
105,-55.5,16.5
320,-94.5,15.5
317,-93.5,15.5
-1,-92.5,15.5
-1,-91.5,15.5
-1,-90.5,15.5
-1,-89.5,15.5
105,-88.5,15.5
105,-87.5,15.5
-1,-86.5,15.5
-1,-85.5,15.5
105,-84.5,15.5
105,-83.5,15.5
105,-82.5,15.5
105,-81.5,15.5
105,-80.5,15.5
106,-79.5,15.5
106,-78.5,15.5
106,-77.5,15.5
106,-76.5,15.5
106,-75.5,15.5
106,-74.5,15.5
106,-73.5,15.5
106,-72.5,15.5
106,-71.5,15.5
105,-70.5,15.5
105,-69.5,15.5
105,-68.5,15.5
105,-67.5,15.5
105,-66.5,15.5
105,-65.5,15.5
105,-64.5,15.5
105,-63.5,15.5
105,-62.5,15.5
105,-61.5,15.5
105,-60.5,15.5
105,-59.5,15.5
105,-58.5,15.5
105,-57.5,15.5
105,-56.5,15.5
105,-55.5,15.5
317,-94.5,14.5
317,-93.5,14.5
101,-92.5,14.5
-1,-91.5,14.5
-1,-90.5,14.5
-1,-89.5,14.5
-1,-88.5,14.5
-1,-87.5,14.5
-1,-86.5,14.5
-1,-85.5,14.5
-1,-84.5,14.5
105,-83.5,14.5
105,-82.5,14.5
105,-81.5,14.5
106,-80.5,14.5
106,-79.5,14.5
106,-78.5,14.5
106,-77.5,14.5
106,-76.5,14.5
106,-75.5,14.5
106,-74.5,14.5
106,-73.5,14.5
106,-72.5,14.5
106,-71.5,14.5
105,-70.5,14.5
105,-69.5,14.5
105,-68.5,14.5
105,-67.5,14.5
105,-66.5,14.5
105,-65.5,14.5
105,-64.5,14.5
105,-63.5,14.5
105,-62.5,14.5
105,-61.5,14.5
105,-60.5,14.5
105,-59.5,14.5
105,-58.5,14.5
105,-57.5,14.5
105,-56.5,14.5
105,-55.5,14.5
329,-94.5,13.5
329,-93.5,13.5
101,-92.5,13.5
101,-91.5,13.5
101,-90.5,13.5
101,-89.5,13.5
101,-88.5,13.5
101,-87.5,13.5
-1,-86.5,13.5
-1,-85.5,13.5
-1,-84.5,13.5
105,-83.5,13.5
105,-82.5,13.5
105,-81.5,13.5
106,-80.5,13.5
106,-79.5,13.5
106,-78.5,13.5
106,-77.5,13.5
106,-76.5,13.5
106,-75.5,13.5
106,-74.5,13.5
106,-73.5,13.5
106,-72.5,13.5
106,-71.5,13.5
106,-70.5,13.5
106,-69.5,13.5
106,-68.5,13.5
106,-67.5,13.5
106,-66.5,13.5
106,-65.5,13.5
105,-64.5,13.5
105,-63.5,13.5
105,-62.5,13.5
105,-61.5,13.5
105,-60.5,13.5
105,-59.5,13.5
105,-58.5,13.5
105,-57.5,13.5
105,-56.5,13.5
105,-55.5,13.5
329,-94.5,12.5
329,-93.5,12.5
329,-92.5,12.5
101,-91.5,12.5
101,-90.5,12.5
101,-89.5,12.5
101,-88.5,12.5
101,-87.5,12.5
-1,-86.5,12.5
-1,-85.5,12.5
-1,-84.5,12.5
93,-83.5,12.5
93,-82.5,12.5
93,-81.5,12.5
106,-80.5,12.5
106,-79.5,12.5
106,-78.5,12.5
106,-77.5,12.5
106,-76.5,12.5
106,-75.5,12.5
106,-74.5,12.5
106,-73.5,12.5
106,-72.5,12.5
106,-71.5,12.5
106,-70.5,12.5
106,-69.5,12.5
106,-68.5,12.5
106,-67.5,12.5
106,-66.5,12.5
106,-65.5,12.5
106,-64.5,12.5
105,-63.5,12.5
105,-62.5,12.5
105,-61.5,12.5
105,-60.5,12.5
105,-59.5,12.5
105,-58.5,12.5
105,-57.5,12.5
105,-56.5,12.5
105,-55.5,12.5
329,-94.5,11.5
329,-93.5,11.5
329,-92.5,11.5
101,-91.5,11.5
101,-90.5,11.5
101,-89.5,11.5
101,-88.5,11.5
101,-87.5,11.5
101,-86.5,11.5
101,-85.5,11.5
-1,-84.5,11.5
93,-83.5,11.5
93,-82.5,11.5
93,-81.5,11.5
106,-80.5,11.5
106,-79.5,11.5
106,-78.5,11.5
106,-77.5,11.5
106,-76.5,11.5
106,-75.5,11.5
106,-74.5,11.5
106,-73.5,11.5
106,-72.5,11.5
106,-71.5,11.5
106,-70.5,11.5
106,-69.5,11.5
106,-68.5,11.5
106,-67.5,11.5
106,-66.5,11.5
106,-65.5,11.5
106,-64.5,11.5
106,-63.5,11.5
106,-62.5,11.5
105,-61.5,11.5
105,-60.5,11.5
105,-59.5,11.5
105,-58.5,11.5
105,-57.5,11.5
105,-56.5,11.5
105,-55.5,11.5
101,-94.5,10.5
101,-93.5,10.5
101,-92.5,10.5
101,-91.5,10.5
101,-90.5,10.5
101,-89.5,10.5
101,-88.5,10.5
101,-87.5,10.5
101,-86.5,10.5
101,-85.5,10.5
-1,-84.5,10.5
93,-83.5,10.5
93,-82.5,10.5
93,-81.5,10.5
93,-80.5,10.5
102,-79.5,10.5
102,-78.5,10.5
102,-77.5,10.5
102,-76.5,10.5
106,-75.5,10.5
-1,-74.5,10.5
-1,-73.5,10.5
-1,-72.5,10.5
-1,-71.5,10.5
-1,-70.5,10.5
-1,-69.5,10.5
-1,-68.5,10.5
106,-67.5,10.5
106,-66.5,10.5
106,-65.5,10.5
106,-64.5,10.5
106,-63.5,10.5
106,-62.5,10.5
106,-61.5,10.5
105,-60.5,10.5
105,-59.5,10.5
105,-58.5,10.5
105,-57.5,10.5
105,-56.5,10.5
105,-55.5,10.5
101,-94.5,9.5
101,-93.5,9.5
101,-92.5,9.5
101,-91.5,9.5
101,-90.5,9.5
101,-89.5,9.5
101,-88.5,9.5
101,-87.5,9.5
101,-86.5,9.5
101,-85.5,9.5
98,-84.5,9.5
-1,-83.5,9.5
93,-82.5,9.5
93,-81.5,9.5
93,-80.5,9.5
102,-79.5,9.5
102,-78.5,9.5
102,-77.5,9.5
102,-76.5,9.5
102,-75.5,9.5
-1,-74.5,9.5
-1,-73.5,9.5
-1,-72.5,9.5
226,-71.5,9.5
-1,-70.5,9.5
-1,-69.5,9.5
-1,-68.5,9.5
-1,-67.5,9.5
-1,-66.5,9.5
-1,-65.5,9.5
-1,-64.5,9.5
-1,-63.5,9.5
-1,-62.5,9.5
106,-61.5,9.5
105,-60.5,9.5
105,-59.5,9.5
105,-58.5,9.5
105,-57.5,9.5
105,-56.5,9.5
105,-55.5,9.5
101,-94.5,8.5
101,-93.5,8.5
101,-92.5,8.5
101,-91.5,8.5
101,-90.5,8.5
101,-89.5,8.5
101,-88.5,8.5
101,-87.5,8.5
