lat,lon
17.57264745,-61.80222539
17.16200429,-61.75211305
17.52551829,-61.74392715
17.70826774,-61.79985895
26.92227812,-77.49588531
21.68916081,-73.80878989
21.68708114,-73.79372204
21.51858247,-72.92553211
27.06133209,-77.8271651
26.63846096,-77.04147822
22.31270053,-72.68200253
21.4421874,-73.02162907
26.91582474,-77.80614452
21.50206992,-72.92696307
24.31337082,-75.39484132
24.62525097,-77.75047201
24.61409263,-75.89652539
23.85304424,-79.73140193
24.65781916,-76.79894787
22.81453814,-74.24699516
26.73552376,-77.27762093
25.12827625,-77.18748344
24.8755624,-77.88458796
25.30482761,-79.16999159
23.80235748,-75.08340814
17.49100282,-88.19503415
17.32314364,-87.53778291
17.52787618,-88.22700839
17.22269702,-88.04901667
17.3817025,-87.8552084
16.52514237,-88.11095176
16.49398018,-87.99772736
16.43635653,-88.1097413
17.33551585,-87.49724784
17.92578068,-87.94488993
18.14186824,-87.828236
17.64642152,-88.14326069
18.07916836,-87.87282901
17.507925,-87.83798922
17.19444249,-87.61823056
17.47784434,-88.04190514
17.00264985,-88.01749504
16.41338299,-88.15520092
16.82340678,-87.74145907
16.46328054,-88.08107182
16.62753,-88.15883687
17.37777543,-88.04080952
16.82337664,-87.79185335
17.42190489,-88.07066554
17.84568063,-87.9794922
17.55355623,-88.04824012
17.63553246,-88.02581523
13.3030238,-59.57513733
13.12814372,-59.45483484
13.16992777,-59.63862322
13.24618072,-59.64542798
13.53425383,-80.0552892
13.53225299,-80.05497146
13.51745007,-80.05892933
13.5487868,-80.07807002
13.32104328,-81.35569661
13.44428902,-81.37716297
13.49844948,-81.34176275
13.43542788,-81.38316877
13.36450244,-81.39685777
12.45218626,-81.48183573
12.17567773,-81.84973163
12.58006254,-81.68039809
12.53464156,-81.6966191
12.50876479,-81.71022736
12.49179878,-81.73509779
12.48915263,-81.72170823
12.41683508,-81.46962448
12.42727974,-81.48758855
13.43989029,-81.32985497
12.56033251,-81.70093891
12.58773344,-81.71353401
12.57522072,-81.68008378
14.23408364,-81.1968532
14.11718792,-81.15171089
14.40724412,-81.16301516
14.27024594,-81.14484839
14.06004322,-81.23401197
14.30592392,-80.32606041
14.41754848,-80.19586201
14.44510236,-80.21744444
14.37741184,-80.16951055
8.464368002,-83.27185857
8.452901939,-83.57162405
8.038107406,-82.89914013
8.506921076,-83.66175877
20.68638482,-74.88146613
21.77801953,-77.35738471
22.07727301,-77.61950441
20.70567494,-74.92210184
21.6722624,-77.15795097
21.86114428,-77.47469575
21.69906177,-77.2040813
21.91790718,-84.01268752
21.2299011,-76.27682505
20.71665332,-74.95459814
22.06753995,-84.8503728
21.34795515,-76.62929784
22.91987589,-83.46778012
22.89538289,-83.56031081
22.3401186,-84.62602558
22.51775341,-84.39870335
23.23925307,-80.60652504
23.28392846,-80.90800401
22.24360476,-84.70855459
22.59033916,-84.27020904
22.79516996,-83.88698277
22.69959753,-78.91468444
15.54382811,-61.28147015
15.59586206,-61.46452053
15.59532776,-61.35088749
15.6329402,-61.45060118
15.58691083,-61.3219054
19.92092754,-71.06841627
19.91475227,-71.57746711
19.66692053,-70.25873611
19.91921009,-71.57426649
18.62721193,-68.3322669
17.76949714,-71.32478157
18.46113077,-68.40152778
19.33680421,-69.49573405
18.84085047,-68.60930566
19.08173245,-69.26002552
19.30139273,-69.19199753
19.15415071,-69.31629037
18.28071768,-68.62552414
18.83581779,-68.6048249
19.49976545,-69.84829393
18.09463589,-68.65981773
19.30576924,-69.68194009
17.9731598,-62.92332045
17.91469502,-62.84448776
17.91138383,-62.79973702
17.9270612,-62.86620228
16.37827818,-61.66846495
16.36794851,-61.65758732
16.33540616,-61.36122368
15.90974359,-61.21741019
15.83631145,-61.5914549
16.16709677,-61.10848576
16.3553102,-61.64516382
16.35629811,-61.62621732
16.45646811,-61.53300463
18.11246428,-63.01510739
18.08712738,-63.00574132
18.05327949,-63.01133159
18.05677661,-63.00964736
18.07348278,-63.13953101
18.06395103,-63.00902056
18.06039202,-63.15529416
14.74957947,-60.88578541
14.51276222,-60.8116888
14.54284113,-60.80365558
14.45502682,-60.81430748
14.79528614,-60.89544318
14.53814169,-60.79725068
14.76106672,-60.89294848
14.67286337,-60.8794508
18.27107963,-63.13798895
18.26224937,-63.09044193
18.26476201,-62.99075083
18.22885352,-62.99334751
18.26170478,-63.03469225
18.28222546,-63.25304235
18.26245654,-63.00801609
18.29178526,-62.92919903
18.26507643,-63.02638041
18.25483857,-63.03767274
16.81217291,-62.2064629
16.72524955,-62.14811595
16.79851677,-62.20886983
21.83217748,-71.65855633
21.91377876,-72.02562451
21.87422295,-72.12494569
21.86815679,-72.32941652
21.33944507,-72.02742913
21.52294228,-71.12478238
21.23083757,-71.2438531
21.73730892,-71.52402857
21.79352033,-71.63030565
21.3563834,-71.08526887
21.85858112,-71.83430555
21.3252897,-71.21640978
21.33278129,-71.18911631
21.53229715,-71.48453004
21.44792495,-71.11253551
21.39193955,-71.16605331
21.41193686,-71.09364406
18.32131558,-64.59070536
18.59815328,-64.19982957
18.44828208,-64.42440743
18.45009628,-64.42043538
18.43904423,-64.66028071
18.43569547,-64.5286242
18.50767949,-64.3941534
18.38597407,-64.62099607
18.40436234,-64.68315845
18.51053296,-64.4006555
18.71605937,-64.35253919
18.7238877,-64.36957249
18.75111666,-64.40049921
18.68374469,-64.24892584
18.70102727,-64.36250879
18.75104437,-64.3397443
18.70222062,-64.38533109
18.72603465,-64.30354067
18.58961249,-64.20113096
18.64072057,-64.22761789
18.55293927,-64.23398114
18.47151221,-64.42026438
18.33345613,-64.62556916
18.57688666,-64.21941725
18.35005179,-64.56650699
18.45045574,-64.59850645
18.74994001,-64.3958132
18.38179014,-64.66063911
12.46170134,-61.41993344
12.44303132,-61.4912488
12.48485448,-61.41738228
12.44937719,-61.45456936
12.46478681,-61.42051692
12.23045424,-61.65802575
12.50193032,-61.41540981
12.17643626,-61.59926487
12.51889783,-61.37775317
12.22779178,-61.5932897
12.23042895,-61.62465929
12.10506785,-61.75151599
16.51986052,-85.83785623
16.39724965,-85.96263913
16.41256716,-85.90825472
16.49401647,-85.8147913
16.47132052,-85.8300037
16.41974286,-85.86115711
16.45924696,-85.83122852
16.41059559,-85.94828086
16.47986446,-85.89621879
16.43157801,-86.23885618
16.41853182,-86.1142811
16.31591328,-86.58643828
16.43607317,-85.8327312
16.38777011,-86.42765223
16.42330014,-86.10669657
16.43175432,-86.32450229
16.43387594,-86.14056236
16.12310541,-86.89129151
16.09742004,-86.88440717
16.10799404,-86.95042587
16.02609307,-87.08141824
16.06415673,-86.96671536
16.09773381,-86.96023236
15.974309,-86.45734267
15.9755252,-86.4831837
15.92400679,-86.54597147
15.92854569,-86.04134684
15.94844002,-86.51844866
15.82624089,-86.2795851
17.41655293,-83.92300529
15.93545251,-86.53298187
15.90320337,-87.06244401
16.02259308,-87.10332028
15.0266053,-82.57899505
14.98665893,-82.67246588
15.06267391,-82.33908735
15.20928931,-82.64828974
15.15402037,-82.40067011
15.24610377,-82.6861935
15.47305268,-82.34720057
15.17703801,-82.57848611
15.08850001,-82.44608099
15.51568844,-83.04876068
15.55341169,-82.48472544
15.85915827,-82.40863366
15.79829544,-86.34885524
15.06836178,-82.29702607
17.41322968,-83.91696436
17.40181636,-83.93383759
19.81896125,-72.28663701
18.60783259,-73.88690605
18.63204542,-73.83632503
18.15616305,-73.73996176
18.6734589,-74.2254282
18.19430662,-73.14694255
18.75142004,-73.01500129
18.90041014,-73.21718475
20.08019563,-72.9103517
18.62111661,-73.72329926
18.21048843,-73.42970312
18.12415908,-73.64470814
18.21069548,-73.43345454
19.89774368,-72.60117246
18.44680713,-77.21645494
18.4346078,-77.16248444
17.40039044,-75.97463777
16.97814464,-77.80173591
18.1731722,-78.17194203
18.18068664,-78.25031723
17.97540326,-76.23406012
17.91790597,-76.75452886
18.52638432,-77.83074801
17.90604232,-76.6315211
17.83726166,-76.90768192
18.23208197,-76.60977739
17.87359475,-77.13782864
18.48585092,-75.77717646
18.42305167,-77.10864585
17.81009794,-77.53769998
17.71791132,-77.19955153
17.86217936,-76.36131921
17.88742391,-76.82886808
18.48116657,-77.43025418
18.28137501,-78.35548611
17.41805212,-62.81478142
17.26432974,-62.67695495
17.35650025,-62.72056139
17.14471312,-62.55707958
13.72860335,-60.97313745
13.78484043,-60.89702035
13.72431157,-60.95726522
14.08860133,-60.91008577
13.75191771,-60.92547885
19.24945285,-96.17847612
21.54310449,-97.2800986
20.76828143,-86.94578643
22.44597891,-89.68782604
22.17402428,-91.10801358
22.40205873,-89.69645206
20.69114056,-87.00796762
19.96817897,-87.44277313
18.5381892,-94.812512
18.83959662,-87.64404848
20.49478982,-86.96543996
20.29520781,-86.95185176
20.43010577,-87.28916671
20.35568342,-87.33158818
20.49232562,-87.23380172
18.58619509,-87.33776328
22.47876518,-89.65732198
20.20738023,-91.96997331
19.65390734,-87.40528537
20.50534847,-91.83992826
19.07121063,-95.84990491
19.75219993,-87.41815738
21.28658781,-86.74591752
13.3025733,-82.67706681
13.42779386,-82.29116166
13.1149985,-82.51960216
14.6363742,-82.64121203
14.29100534,-82.86284587
14.63521871,-82.64838511
14.28738598,-82.87273082
14.3233101,-82.60397148
14.11259949,-82.56096665
14.44661361,-82.88558655
14.16655339,-82.80795819
14.93652141,-82.63450127
14.4523321,-82.7074443
14.4016572,-82.69941758
14.43311151,-82.65595158
14.47804748,-82.89462046
14.84404673,-82.66072669
14.55058039,-82.65317482
14.82596501,-82.66533322
14.71495765,-82.60533958
14.91105317,-82.58309596
14.5927433,-82.66005088
14.16911703,-82.5035457
13.80751777,-82.16337203
17.19503207,-63.65740417
17.41158883,-63.28829454
17.47669757,-62.98549503
17.38971361,-63.29619602
18.04976326,-63.1360099
18.02572376,-63.0227144
18.04081871,-63.01557042
18.00957819,-63.0068961
9.544608389,-78.9685489
9.552900582,-78.95026476
9.549352973,-78.99361336
9.601563443,-78.71922983
9.25221262,-82.02617928
8.177271559,-82.24599276
8.184576811,-82.19280716
8.805624893,-79.52212275
9.099008284,-81.55498821
8.464153127,-78.95752853
8.109500291,-82.34010726
9.576756387,-78.84974546
9.106949554,-81.56893671
9.592515356,-78.71702339
9.272531968,-82.18150206
11.17341754,-60.70779744
11.17593225,-60.84477583
11.14638707,-60.81988401
11.18320804,-60.81446957
11.23920128,-60.57847357
11.18211837,-60.8341825
11.19242069,-60.62962492
11.30500952,-60.52654876
11.35596384,-60.52156546
18.4079314,-75.0087212
25.95549449,-80.10920468
25.95546603,-80.10515853
25.95554819,-80.11226522
25.95544461,-80.10287598
24.64055855,-82.82954427
24.64572048,-82.87634736
25.40178555,-80.15575548
25.8543675,-80.1023051
19.89439502,-75.13946937
19.89958718,-75.09435269
24.70012269,-82.81601997
24.69550716,-82.84031505
25.7318862,-80.0906709
25.46093929,-80.11470526
24.58537931,-82.89822414
25.74334229,-80.09941493
24.6522417,-83.04675657
24.55194064,-81.44344547
24.44113674,-82.64532587
18.44070612,-64.8233648
12.64889901,-61.35566943
12.54541839,-61.39642783
12.69412729,-61.3322126
12.91053445,-61.17617745
12.53500699,-61.37533599
12.73805449,-61.32424327
12.94983614,-61.14827635
12.60541852,-61.42818251
12.61419731,-61.33302022
12.61161305,-61.43595973
12.65966475,-61.37163903
15.6575224,-63.616773
9.393342232,-76.17274081
9.398378295,-76.1770596
9.028057898,-76.34108739
22.27342082,-81.1866176
22.10637654,-81.59151386
22.09997882,-81.1085198
20.5096416,-77.45694333
20.83165394,-78.66704567
21.01015283,-78.71477506
20.85325438,-79.03583542
22.26055464,-81.20753006
19.95727909,-77.67487106
21.58847962,-81.55886069
19.8262186,-77.66502646
21.66760474,-79.89870357
21.61244898,-83.18994522
21.64810056,-79.79536752
19.8468622,-77.49480856
19.9977774,-77.74284116
22.14272586,-81.51503579
21.72005652,-80.00126782
21.96623353,-81.17253226
21.50413617,-78.77056058
21.51191801,-83.11052243
21.61036358,-79.83115889
21.59890343,-81.42431146
21.01148342,-78.71454826
21.09757508,-78.72973253
20.93648723,-79.15130882
22.09703409,-81.17716468
22.17189375,-81.51917015
22.03885467,-80.47530954
22.10350642,-81.5281461
21.16886484,-79.11223845
21.59954499,-81.93453814
21.05862484,-79.27316099
21.03308488,-79.3165479
21.06434835,-78.96359168
21.17508867,-79.22033066
21.20749008,-79.04137328
21.21424127,-79.41200975
20.35471498,-78.20145124
20.32629355,-77.76319014
21.25604406,-79.0398736
20.6086275,-78.56345318
20.45576501,-77.40923828
20.38554575,-77.70293904
20.40132303,-77.87654683
21.23659064,-79.20689421
20.59940558,-77.99928193
20.43534532,-77.64612455
21.45536006,-79.66133926
21.51817995,-82.07829898
19.85214679,-77.78578336
19.92682592,-77.83063102
20.23475152,-77.64409512
19.86974443,-77.81378526
19.85201479,-77.80234811
19.97240828,-77.90515511
21.53716444,-82.41143412
20.13572756,-78.01072022
20.11392175,-77.6898385
19.99402571,-77.88979829
20.35234854,-77.53907999
21.0813756,-78.70557605
20.260127,-77.53962766
21.08317109,-78.95256371
21.87237956,-80.24824123
21.98500616,-80.37900642
21.97720037,-81.53689126
22.00458463,-81.49698553
19.28153498,-81.23733889
19.32128341,-81.21720336
19.69883428,-80.03577034
19.29030266,-81.17814364
19.37190943,-81.30851286
19.2815979,-81.23716288
19.34464677,-81.3939495
19.27627876,-81.24976662
19.71826222,-79.80169659
19.3473185,-81.08952124
19.65683365,-80.07601173
19.29265003,-81.12461382
19.3765068,-81.29430854
19.29258704,-81.17800274
16.01732369,-83.10780304
16.02852251,-83.10038068
16.04972238,-83.11455464
16.02989103,-83.32320275
16.10510907,-83.2613139
16.05324915,-83.10104716
15.65994926,-82.21935347
16.09153285,-83.25486494
15.034712,-82.3550568
15.09645148,-82.60005642
15.1522795,-82.40203816
15.14977883,-82.40116996
15.14096898,-82.43858343
15.15033366,-82.54712303
15.14261684,-82.38209974
15.19332801,-82.63437421
15.18439909,-82.62414629
16.00540901,-83.27815047
15.24078645,-82.68358611
15.23968459,-82.96324268
15.14656311,-82.70996651
15.55230466,-82.48464154
15.89236553,-83.33085991
15.2208136,-82.66785655
15.06167894,-82.33894684
15.06853864,-82.64972602
15.0716666,-82.61326271
15.06697507,-82.52294519
15.05263711,-82.67670656
12.29335528,-82.98883185
12.30787434,-82.97361808
12.17060011,-83.08026168
12.29093012,-82.97648158
12.31026822,-82.97979934
12.39882258,-83.46293078
12.41689325,-83.2911682
12.50675617,-83.46290244
13.05419202,-83.34425149
12.58016132,-70.05112644
12.50712836,-69.91463327
12.51679162,-70.04597243
12.50294859,-69.91075349
12.54219904,-70.06586807
12.48696214,-69.89364818
12.46415444,-69.97766874
12.4499792,-69.87570562
12.46702337,-69.98275142
12.58931299,-70.04977316
12.5921317,-70.02362121
12.5061469,-69.96094022
12.57167829,-70.05604974
12.07734111,-68.22885121
12.21974293,-68.19584655
12.09581202,-68.22577022
12.08397912,-68.23006043
12.3076837,-68.39415841
12.26815543,-68.32802663
12.1565609,-68.30969636
12.21181611,-68.22820474
12.26984169,-68.41578666
12.29967719,-68.36117178
12.26326089,-68.41805014
12.12181714,-68.20151562
12.04558038,-68.23103392
12.13177645,-68.299196
12.1137187,-68.96302563
12.34798192,-69.07060979
12.175164,-68.85089864
12.11497194,-68.79774822
12.09974556,-68.7881193
12.10584537,-68.94720426
12.2050464,-68.98160902
12.17778351,-68.85882503
12.12113202,-68.9708319
12.14645546,-68.99866031
12.18784486,-68.92125828
12.21718797,-68.99602218
12.14658302,-68.81535505
12.07393383,-68.7662629
12.06522487,-68.76027063
12.04265181,-68.74443849
12.04116028,-68.74865352
12.08559024,-68.82083258
12.34041917,-69.06391777
12.36186461,-69.15710226
12.37667055,-69.12474305
12.38253139,-69.16143189
12.33027566,-69.15221906
12.32271668,-69.05316023
12.36309891,-69.15803318
12.33645398,-69.15488611
12.34248281,-69.15415768
12.38215848,-69.14867011
12.10509039,-68.94378494
12.25204733,-69.03245771
12.1038218,-68.93004033
12.25435462,-69.03543752
12.18526721,-69.04245705
12.19233322,-68.92944527
12.28845704,-69.0497199
10.70345521,-61.00099303
10.792787,-60.94118966
10.84109148,-60.93383774
10.75084854,-60.96581953
10.77557242,-60.94477271
10.81680688,-60.91198975
10.73966218,-60.97505751
12.00479453,-67.64318535
10.7842101,-68.19460219
12.06690836,-67.67195876
12.07462926,-67.68324606
12.06582952,-67.68275783
12.06567666,-67.66962236
12.04780141,-67.6488252
12.05811479,-67.683115
12.06268987,-67.66894813
12.06374295,-67.68125584
12.04842081,-67.65631066
12.0457773,-67.65306566
12.04076355,-67.66671396
12.05069777,-67.6805544
12.05231955,-67.66679741
12.04595421,-67.64672064
12.05166524,-67.65961783
12.06786636,-67.68001033
12.02297834,-67.66184189
12.01615132,-67.63625119
12.02142558,-67.67797533
12.02022925,-67.63221209
12.01681347,-67.6469247
12.04379976,-67.67670505
12.03651112,-67.64603783
12.02169015,-67.68057743
12.01910958,-67.66404909
12.03138206,-67.66257956
12.01871662,-67.65254069
12.01785619,-67.65222351
12.01696768,-67.63679814
12.01063691,-67.44902103
12.01080531,-67.65246523
12.00893617,-67.69131394
12.01249682,-67.6496917
12.01542861,-67.67646235
12.00608326,-67.43210148
12.00737547,-67.63500959
12.00365059,-67.43064873
12.00307889,-67.65636856
12.00263261,-67.69698363
12.00237771,-67.64844324
12.00083044,-67.64258247
10.90820608,-68.26300863
10.89055066,-68.20425529
10.94126049,-68.2595975
10.86662025,-68.21480689
10.83756048,-68.23763519
10.98459688,-68.24372171
10.83815698,-68.2481592
11.94082396,-67.48586278
10.83451459,-68.25966846
11.94904405,-67.46370654
10.82135371,-68.29211618
11.99405531,-67.41704056
10.78685119,-68.29554784
11.98841466,-67.65032845
10.84497066,-68.23975188
11.97037003,-67.40627813
10.82957078,-68.24664869
11.97752655,-67.46015951
10.8446292,-68.22257256
11.98621554,-67.62954117
10.84312836,-68.24704755
11.99296213,-67.44972696
10.85775941,-68.21586142
10.84974164,-68.24218828
12.0004041,-67.67054033
11.94172501,-67.47017349
11.95843592,-67.43623648
11.96781468,-67.47128492
10.82326061,-68.26904366
12.01809515,-67.65807717
10.82496668,-68.25952374
11.93329496,-67.48071107
19.18392853,-96.09537404
19.0992426,-95.9458129
19.05344357,-95.89513466
19.08329012,-95.93410194
19.16990645,-95.9795492
19.17877645,-96.007482
19.16981137,-95.99281547
19.12662523,-95.96785791
19.18706954,-96.10288076
19.2589666,-96.16408994
19.25802062,-96.12193088
19.26262118,-96.13012733
19.26184182,-96.12709904
19.23929481,-96.09024494
19.23224053,-96.07867284
19.25445679,-96.09912602
19.30255629,-96.23493973
19.53767434,-96.32687844
12.037306,-68.78231
12.19306,-68.299599
12.125397,-68.975209
12.127092,-68.978568
12.216712,-68.347082
12.179134,-68.989065
12.074268,-68.880065
12.041484,-68.758409
12.219275,-69.088312
12.289091,-69.153426
12.13871,-68.997697
12.267689,-69.131174
12.37994,-69.163059
12.06384,-68.861046
12.120385,-68.969999
12.047338,-68.828435
12.197475,-69.079402
12.32812,-69.151343
12.375124,-69.158665
12.341448,-69.154561
12.317373,-69.152485
12.099483,-68.922746
12.036641,-68.802487
12.039731,-68.784
12.041462,-68.738598
12.369888,-69.155512
12.218588,-69.087364
12.138538,-68.997631
12.063303,-68.853364
12.145413,-69.000259
12.266762,-69.128131
12.102395,-68.932638
12.159735,-69.005415
12.108639,-68.953683
24.61311111,-82.87361667
24.63773333,-82.86703333
24.69435,-82.7716
24.68016667,-82.88633333
24.64233333,-82.89683333
18.46354722,-78.0196
18.473,-77.411
18.4728,-77.4109
18.49513333,-77.93048611
18.281925,-78.35250833
18.47,-77.364
18.18561389,-76.43506944
18.37764444,-76.88996667
17.89470278,-76.82237778
18.481,-77.461
9.558069,-78.946783
9.555407,-78.949251
9.554921,-78.950072
18.315166,-64.725014
18.309702,-64.722846
18.47777778,-77.42916667
18.175,-76.39
17.89722222,-76.79722222
25.38668333,-80.16298333
25.30873333,-80.19993333
25.48306667,-80.14068333
25.36315,-80.1658
25.58971667,-80.09495
25.33196667,-80.19798333
25.36976667,-80.13933333
25.5876,-80.15306667
25.47186667,-80.11208333
25.2219,-80.2114
24.950577,-80.453224
17.935831,-67.049719
17.934997,-67.018608
17.78333333,-64.61666667
25.0447,-80.3948
24.8452,-80.6209
24.84625,-80.62335
24.8457,-80.624
24.6117,-82.8702
26.1479,-80.0959
26.1599,-80.0825
26.1586,-80.0773
26.1498,-80.0968
24.9992,-80.4669
25.2227,-80.2087
25.2208,-80.2099
25.2215,-80.21015
25.2208,-80.2105
24.5036,-81.7677
24.9519,-80.4513
24.95575,-80.45755
24.9562,-80.4571
24.8221,-81.4889
25.8422,-80.104
25.842,-80.0951
25.8421,-80.0881
25.67262,-80.0884
25.6518,-80.0946
24.6871,-82.9072
25.0447,-80.4684
24.6895,-81.0302
24.4884,-81.6659
24.4917,-81.663565
25.1201,-80.3782
25.1075,-80.3068
25.1075,-80.3069
24.5857,-81.5826
24.635,-82.919
24.635,-82.9163
24.7972,-80.784
24.54235,-81.41405
24.5421,-81.4153
24.5453,-81.4067
24.5453,-81.4063
27.12185,-80.1297
24.608,-82.944
25.00725,-80.37495
25.0072,-80.3756
24.6756,-81.1905
25.00895,-80.37475
25.0088,-80.375
24.6891,-81.1676
26.7097,-80.0286
26.6785,-80.0182
26.7104,-80.0158
26.4878,-80.03908333
26.4417,-80.04743333
24.6207,-82.8673
25.1032,-80.3243
24.6206,-82.8696
25.1736,-80.3475
24.7176,-80.9357
24.5209,-81.6621
24.4532,-81.8568
24.4545,-81.8589
24.4517,-81.8798
24.452,-81.8775
24.7197,-81.9195
24.6231,-81.1105
24.6223,-81.112
24.6255,-81.1104
24.6258,-81.1092
24.6431,-82.9307
24.7527,-80.7578
24.745,-80.7812
24.6805,-82.8853
24.609,-82.9496
24.6715,-81.0506
25.2947,-80.2191
25.2953,-80.2174
25.0219,-80.439
24.6993,-80.9669
24.5475,-81.5866
24.4977,-81.8056
24.4796,-81.7142
24.478,-81.7171
24.4798,-81.7158
24.4797,-81.7167
24.4796,-81.7176
24.6423,-82.8971
24.6414,-82.8962
24.5603,-81.5021
13.18,-59.6467
19.35083333,-81.39583334
19.335,-81.39333334
19.265,-81.35166667
18.49333,-77.93333
18.505,-77.9233
18.37166667,-78.335
18.32,-78.36
17.86383333,-87.977
17.93566667,-87.94208334
17.92983333,-87.93991667
17.85975,-87.97333334
17.80625,-87.98791667
18.162817,-87.822217
17.911283,-87.951317
17.863,-87.972667
17.49477,-88.04203
17.351917,-88.028833
16.813567,-88.07735
16.37318,-88.088722
16.11542,-88.255749
17.205,-87.546633
17.260171,-87.814407
16.736517,-87.804483
16.728667,-87.8278
21.59752748,-83.16761364
21.53296704,-82.56107955
24.48273333,-81.71636667
24.56105,-81.66481667
24.57825,-81.30805
24.60403333,-81.19055
24.63523333,-81.09563333
24.88478333,-80.57571667
24.47551667,-81.83091667
24.48141667,-81.72505
24.49198333,-81.67478333
24.49656667,-81.65121667
24.76235,-80.75726667
24.81896667,-80.68345
24.92253333,-80.5058
24.95563333,-80.45648333
24.46305,-81.85163333
24.47406667,-81.73906667
24.50073333,-81.62861667
24.51046667,-81.57046667
24.51113333,-81.56881667
24.52303333,-81.51206667
24.53995,-81.4429
24.55058333,-81.37565
24.62315,-81.13135
24.64788333,-81.07741667
24.65406667,-81.02035
24.8685,-80.58216667
24.9221375,-80.50530417
24.92238333,-80.5045
25.06927917,-80.31977917
25.09055,-80.31848333
25.21781667,-80.20873333
25.22271667,-80.20671667
25.23433333,-80.20533333
