"layer","x","y"
-1,-56.5,5.5
-1,-55.5,5.5
21,-94.5,4.5
21,-93.5,4.5
21,-92.5,4.5
21,-91.5,4.5
21,-90.5,4.5
21,-89.5,4.5
200,-88.5,4.5
200,-87.5,4.5
200,-86.5,4.5
200,-85.5,4.5
200,-84.5,4.5
200,-83.5,4.5
22,-82.5,4.5
22,-81.5,4.5
22,-80.5,4.5
22,-79.5,4.5
22,-78.5,4.5
22,-77.5,4.5
-1,-76.5,4.5
-1,-75.5,4.5
-1,-74.5,4.5
-1,-73.5,4.5
-1,-72.5,4.5
-1,-71.5,4.5
-1,-70.5,4.5
-1,-69.5,4.5
-1,-68.5,4.5
-1,-67.5,4.5
-1,-66.5,4.5
-1,-65.5,4.5
-1,-64.5,4.5
-1,-63.5,4.5
-1,-62.5,4.5
-1,-61.5,4.5
-1,-60.5,4.5
-1,-59.5,4.5
-1,-58.5,4.5
-1,-57.5,4.5
-1,-56.5,4.5
-1,-55.5,4.5
21,-94.5,3.5
21,-93.5,3.5
21,-92.5,3.5
21,-91.5,3.5
21,-90.5,3.5
21,-89.5,3.5
200,-88.5,3.5
200,-87.5,3.5
200,-86.5,3.5
200,-85.5,3.5
21,-84.5,3.5
21,-83.5,3.5
21,-82.5,3.5
22,-81.5,3.5
22,-80.5,3.5
22,-79.5,3.5
22,-78.5,3.5
22,-77.5,3.5
-1,-76.5,3.5
-1,-75.5,3.5
-1,-74.5,3.5
-1,-73.5,3.5
-1,-72.5,3.5
-1,-71.5,3.5
-1,-70.5,3.5
-1,-69.5,3.5
-1,-68.5,3.5
-1,-67.5,3.5
-1,-66.5,3.5
-1,-65.5,3.5
-1,-64.5,3.5
-1,-63.5,3.5
-1,-62.5,3.5
-1,-61.5,3.5
-1,-60.5,3.5
-1,-59.5,3.5
-1,-58.5,3.5
-1,-57.5,3.5
-1,-56.5,3.5
-1,-55.5,3.5
200,-94.5,2.5
21,-93.5,2.5
21,-92.5,2.5
21,-91.5,2.5
21,-90.5,2.5
21,-89.5,2.5
21,-88.5,2.5
200,-87.5,2.5
200,-86.5,2.5
22,-85.5,2.5
200,-84.5,2.5
21,-83.5,2.5
201,-82.5,2.5
201,-81.5,2.5
201,-80.5,2.5
22,-79.5,2.5
22,-78.5,2.5
-1,-77.5,2.5
-1,-76.5,2.5
-1,-75.5,2.5
-1,-74.5,2.5
-1,-73.5,2.5
-1,-72.5,2.5
-1,-71.5,2.5
-1,-70.5,2.5
-1,-69.5,2.5
-1,-68.5,2.5
-1,-67.5,2.5
-1,-66.5,2.5
-1,-65.5,2.5
-1,-64.5,2.5
-1,-63.5,2.5
-1,-62.5,2.5
-1,-61.5,2.5
-1,-60.5,2.5
-1,-59.5,2.5
-1,-58.5,2.5
-1,-57.5,2.5
-1,-56.5,2.5
-1,-55.5,2.5
200,-94.5,1.5
200,-93.5,1.5
200,-92.5,1.5
21,-91.5,1.5
21,-90.5,1.5
21,-89.5,1.5
21,-88.5,1.5
201,-87.5,1.5
201,-86.5,1.5
22,-85.5,1.5
22,-84.5,1.5
21,-83.5,1.5
201,-82.5,1.5
201,-81.5,1.5
201,-80.5,1.5
22,-79.5,1.5
-1,-78.5,1.5
-1,-77.5,1.5
-1,-76.5,1.5
-1,-75.5,1.5
-1,-74.5,1.5
-1,-73.5,1.5
-1,-72.5,1.5
-1,-71.5,1.5
-1,-70.5,1.5
-1,-69.5,1.5
-1,-68.5,1.5
-1,-67.5,1.5
-1,-66.5,1.5
-1,-65.5,1.5
-1,-64.5,1.5
-1,-63.5,1.5
-1,-62.5,1.5
-1,-61.5,1.5
-1,-60.5,1.5
-1,-59.5,1.5
-1,-58.5,1.5
-1,-57.5,1.5
-1,-56.5,1.5
-1,-55.5,1.5
200,-94.5,0.5
200,-93.5,0.5
200,-92.5,0.5
20,-91.5,0.5
20,-90.5,0.5
199,-89.5,0.5
199,-88.5,0.5
201,-87.5,0.5
201,-86.5,0.5
21,-85.5,0.5
21,-84.5,0.5
22,-83.5,0.5
22,-82.5,0.5
200,-81.5,0.5
200,-80.5,0.5
-1,-79.5,0.5
-1,-78.5,0.5
-1,-77.5,0.5
-1,-76.5,0.5
-1,-75.5,0.5
-1,-74.5,0.5
-1,-73.5,0.5
-1,-72.5,0.5
-1,-71.5,0.5
-1,-70.5,0.5
-1,-69.5,0.5
-1,-68.5,0.5
-1,-67.5,0.5
-1,-66.5,0.5
-1,-65.5,0.5
-1,-64.5,0.5
-1,-63.5,0.5
-1,-62.5,0.5
-1,-61.5,0.5
-1,-60.5,0.5
-1,-59.5,0.5
-1,-58.5,0.5
-1,-57.5,0.5
-1,-56.5,0.5
-1,-55.5,0.5
