"layer","x","y"
1796,-63.5,29.5
1796,-62.5,29.5
1796,-61.5,29.5
1796,-60.5,29.5
1796,-59.5,29.5
1796,-58.5,29.5
1796,-57.5,29.5
1796,-56.5,29.5
1796,-55.5,29.5
884,-94.5,28.5
1531,-93.5,28.5
1688,-92.5,28.5
1688,-91.5,28.5
1688,-90.5,28.5
1688,-89.5,28.5
1759,-88.5,28.5
1759,-87.5,28.5
1759,-86.5,28.5
1759,-85.5,28.5
1759,-84.5,28.5
1759,-83.5,28.5
1759,-82.5,28.5
-1,-81.5,28.5
212,-80.5,28.5
212,-79.5,28.5
212,-78.5,28.5
212,-77.5,28.5
1760,-76.5,28.5
1760,-75.5,28.5
1760,-74.5,28.5
1760,-73.5,28.5
1760,-72.5,28.5
1760,-71.5,28.5
1760,-70.5,28.5
1760,-69.5,28.5
1760,-68.5,28.5
1748,-67.5,28.5
1748,-66.5,28.5
1760,-65.5,28.5
1760,-64.5,28.5
1760,-63.5,28.5
1760,-62.5,28.5
1796,-61.5,28.5
1796,-60.5,28.5
1796,-59.5,28.5
1796,-58.5,28.5
1796,-57.5,28.5
1796,-56.5,28.5
1796,-55.5,28.5
884,-94.5,27.5
1688,-93.5,27.5
1688,-92.5,27.5
1688,-91.5,27.5
1759,-90.5,27.5
1759,-89.5,27.5
1759,-88.5,27.5
1759,-87.5,27.5
1759,-86.5,27.5
1759,-85.5,27.5
1759,-84.5,27.5
1759,-83.5,27.5
1759,-82.5,27.5
-1,-81.5,27.5
212,-80.5,27.5
212,-79.5,27.5
212,-78.5,27.5
212,-77.5,27.5
1760,-76.5,27.5
1760,-75.5,27.5
1760,-74.5,27.5
1760,-73.5,27.5
1760,-72.5,27.5
1760,-71.5,27.5
1760,-70.5,27.5
1761,-69.5,27.5
1761,-68.5,27.5
1761,-67.5,27.5
1748,-66.5,27.5
1748,-65.5,27.5
1760,-64.5,27.5
1760,-63.5,27.5
1760,-62.5,27.5
1796,-61.5,27.5
1796,-60.5,27.5
1796,-59.5,27.5
1796,-58.5,27.5
1796,-57.5,27.5
1796,-56.5,27.5
1796,-55.5,27.5
1688,-94.5,26.5
1688,-93.5,26.5
1688,-92.5,26.5
1760,-91.5,26.5
1112,-90.5,26.5
1759,-89.5,26.5
1759,-88.5,26.5
1759,-87.5,26.5
1759,-86.5,26.5
1759,-85.5,26.5
1759,-84.5,26.5
1759,-83.5,26.5
1112,-82.5,26.5
-1,-81.5,26.5
-1,-80.5,26.5
212,-79.5,26.5
212,-78.5,26.5
212,-77.5,26.5
1760,-76.5,26.5
1760,-75.5,26.5
1760,-74.5,26.5
1760,-73.5,26.5
1760,-72.5,26.5
1760,-71.5,26.5
1761,-70.5,26.5
1761,-69.5,26.5
1761,-68.5,26.5
1749,-67.5,26.5
1749,-66.5,26.5
1749,-65.5,26.5
1749,-64.5,26.5
1749,-63.5,26.5
1749,-62.5,26.5
1796,-61.5,26.5
1796,-60.5,26.5
1796,-59.5,26.5
1796,-58.5,26.5
1796,-57.5,26.5
1796,-56.5,26.5
1796,-55.5,26.5
1760,-94.5,25.5
1760,-93.5,25.5
1760,-92.5,25.5
1760,-91.5,25.5
1760,-90.5,25.5
1759,-89.5,25.5
1759,-88.5,25.5
1759,-87.5,25.5
1759,-86.5,25.5
1759,-85.5,25.5
1759,-84.5,25.5
1112,-83.5,25.5
1112,-82.5,25.5
1748,-81.5,25.5
1748,-80.5,25.5
1748,-79.5,25.5
212,-78.5,25.5
212,-77.5,25.5
1760,-76.5,25.5
1760,-75.5,25.5
1760,-74.5,25.5
1760,-73.5,25.5
1760,-72.5,25.5
1761,-71.5,25.5
1761,-70.5,25.5
1749,-69.5,25.5
1749,-68.5,25.5
1749,-67.5,25.5
1749,-66.5,25.5
1749,-65.5,25.5
1749,-64.5,25.5
1749,-63.5,25.5
1749,-62.5,25.5
1749,-61.5,25.5
1749,-60.5,25.5
1749,-59.5,25.5
1749,-58.5,25.5
1749,-57.5,25.5
1749,-56.5,25.5
1749,-55.5,25.5
1760,-94.5,24.5
1760,-93.5,24.5
1760,-92.5,24.5
1760,-91.5,24.5
1760,-90.5,24.5
1112,-89.5,24.5
1112,-88.5,24.5
1112,-87.5,24.5
1759,-86.5,24.5
1759,-85.5,24.5
1112,-84.5,24.5
1112,-83.5,24.5
1112,-82.5,24.5
1748,-81.5,24.5
1748,-80.5,24.5
1112,-79.5,24.5
1125,-78.5,24.5
1544,-77.5,24.5
1544,-76.5,24.5
1749,-75.5,24.5
1749,-74.5,24.5
1761,-73.5,24.5
1761,-72.5,24.5
1749,-71.5,24.5
1749,-70.5,24.5
1749,-69.5,24.5
1749,-68.5,24.5
1749,-67.5,24.5
1749,-66.5,24.5
1749,-65.5,24.5
1749,-64.5,24.5
1749,-63.5,24.5
1749,-62.5,24.5
1749,-61.5,24.5
1749,-60.5,24.5
1749,-59.5,24.5
1749,-58.5,24.5
1749,-57.5,24.5
1749,-56.5,24.5
1749,-55.5,24.5
1760,-94.5,23.5
1760,-93.5,23.5
1760,-92.5,23.5
1760,-91.5,23.5
1760,-90.5,23.5
1112,-89.5,23.5
1112,-88.5,23.5
1112,-87.5,23.5
1759,-86.5,23.5
1759,-85.5,23.5
1748,-84.5,23.5
1748,-83.5,23.5
1748,-82.5,23.5
1748,-81.5,23.5
1112,-80.5,23.5
1749,-79.5,23.5
1125,-78.5,23.5
1544,-77.5,23.5
1544,-76.5,23.5
1749,-75.5,23.5
1749,-74.5,23.5
1749,-73.5,23.5
1749,-72.5,23.5
1749,-71.5,23.5
1749,-70.5,23.5
1749,-69.5,23.5
1749,-68.5,23.5
1749,-67.5,23.5
1749,-66.5,23.5
1749,-65.5,23.5
1749,-64.5,23.5
1749,-63.5,23.5
1749,-62.5,23.5
1749,-61.5,23.5
1749,-60.5,23.5
1749,-59.5,23.5
1749,-58.5,23.5
1749,-57.5,23.5
1749,-56.5,23.5
1749,-55.5,23.5
1760,-94.5,22.5
1760,-93.5,22.5
1796,-92.5,22.5
1796,-91.5,22.5
1112,-90.5,22.5
1112,-89.5,22.5
1112,-88.5,22.5
1748,-87.5,22.5
1748,-86.5,22.5
1748,-85.5,22.5
1748,-84.5,22.5
1748,-83.5,22.5
1748,-82.5,22.5
1749,-81.5,22.5
-1,-80.5,22.5
1749,-79.5,22.5
1749,-78.5,22.5
1749,-77.5,22.5
1749,-76.5,22.5
1749,-75.5,22.5
1749,-74.5,22.5
1749,-73.5,22.5
1749,-72.5,22.5
1749,-71.5,22.5
1749,-70.5,22.5
1749,-69.5,22.5
1749,-68.5,22.5
1749,-67.5,22.5
1749,-66.5,22.5
1749,-65.5,22.5
1749,-64.5,22.5
1749,-63.5,22.5
1749,-62.5,22.5
1749,-61.5,22.5
1749,-60.5,22.5
1749,-59.5,22.5
1749,-58.5,22.5
1749,-57.5,22.5
1749,-56.5,22.5
1749,-55.5,22.5
1760,-94.5,21.5
1064,-93.5,21.5
1064,-92.5,21.5
1796,-91.5,21.5
1796,-90.5,21.5
1533,-89.5,21.5
1533,-88.5,21.5
1748,-87.5,21.5
1748,-86.5,21.5
1748,-85.5,21.5
1748,-84.5,21.5
1749,-83.5,21.5
1749,-82.5,21.5
1749,-81.5,21.5
1749,-80.5,21.5
1749,-79.5,21.5
1749,-78.5,21.5
1749,-77.5,21.5
1749,-76.5,21.5
1749,-75.5,21.5
1749,-74.5,21.5
1749,-73.5,21.5
1749,-72.5,21.5
1749,-71.5,21.5
1749,-70.5,21.5
1749,-69.5,21.5
1749,-68.5,21.5
1749,-67.5,21.5
1749,-66.5,21.5
1749,-65.5,21.5
1749,-64.5,21.5
1749,-63.5,21.5
1749,-62.5,21.5
1749,-61.5,21.5
1749,-60.5,21.5
1749,-59.5,21.5
1749,-58.5,21.5
1749,-57.5,21.5
1749,-56.5,21.5
1749,-55.5,21.5
1760,-94.5,20.5
1064,-93.5,20.5
1064,-92.5,20.5
1064,-91.5,20.5
1064,-90.5,20.5
-1,-89.5,20.5
-1,-88.5,20.5
-1,-87.5,20.5
1761,-86.5,20.5
1761,-85.5,20.5
1749,-84.5,20.5
1749,-83.5,20.5
1749,-82.5,20.5
1749,-81.5,20.5
1749,-80.5,20.5
1749,-79.5,20.5
1749,-78.5,20.5
1749,-77.5,20.5
-1,-76.5,20.5
1749,-75.5,20.5
1749,-74.5,20.5
1749,-73.5,20.5
1749,-72.5,20.5
1749,-71.5,20.5
1749,-70.5,20.5
1749,-69.5,20.5
1749,-68.5,20.5
1749,-67.5,20.5
1749,-66.5,20.5
1749,-65.5,20.5
1749,-64.5,20.5
1749,-63.5,20.5
1749,-62.5,20.5
1749,-61.5,20.5
1749,-60.5,20.5
1749,-59.5,20.5
1749,-58.5,20.5
1749,-57.5,20.5
1749,-56.5,20.5
1749,-55.5,20.5
1064,-94.5,19.5
1064,-93.5,19.5
1064,-92.5,19.5
1064,-91.5,19.5
1114,-90.5,19.5
-1,-89.5,19.5
-1,-88.5,19.5
1339,-87.5,19.5
1761,-86.5,19.5
1761,-85.5,19.5
1749,-84.5,19.5
1749,-83.5,19.5
1749,-82.5,19.5
1749,-81.5,19.5
1749,-80.5,19.5
1749,-79.5,19.5
1749,-78.5,19.5
1749,-77.5,19.5
1749,-76.5,19.5
1749,-75.5,19.5
1749,-74.5,19.5
1749,-73.5,19.5
1197,-72.5,19.5
-1,-71.5,19.5
1750,-70.5,19.5
1750,-69.5,19.5
1749,-68.5,19.5
1749,-67.5,19.5
1749,-66.5,19.5
1749,-65.5,19.5
1749,-64.5,19.5
1749,-63.5,19.5
1749,-62.5,19.5
1749,-61.5,19.5
1749,-60.5,19.5
1749,-59.5,19.5
1749,-58.5,19.5
1749,-57.5,19.5
1749,-56.5,19.5
1749,-55.5,19.5
1796,-94.5,18.5
1796,-93.5,18.5
1796,-92.5,18.5
1064,-91.5,18.5
-1,-90.5,18.5
-1,-89.5,18.5
-1,-88.5,18.5
1318,-87.5,18.5
1318,-86.5,18.5
1761,-85.5,18.5
1749,-84.5,18.5
1749,-83.5,18.5
1749,-82.5,18.5
1749,-81.5,18.5
1749,-80.5,18.5
1749,-79.5,18.5
1749,-78.5,18.5
1749,-77.5,18.5
1749,-76.5,18.5
1749,-75.5,18.5
1749,-74.5,18.5
1749,-73.5,18.5
1750,-72.5,18.5
-1,-71.5,18.5
1750,-70.5,18.5
1750,-69.5,18.5
1750,-68.5,18.5
1750,-67.5,18.5
1750,-66.5,18.5
1750,-65.5,18.5
1197,-64.5,18.5
1750,-63.5,18.5
1629,-62.5,18.5
1750,-61.5,18.5
1750,-60.5,18.5
1750,-59.5,18.5
1750,-58.5,18.5
1750,-57.5,18.5
1750,-56.5,18.5
1750,-55.5,18.5
-1,-94.5,17.5
-1,-93.5,17.5
-1,-92.5,17.5
-1,-91.5,17.5
-1,-90.5,17.5
-1,-89.5,17.5
105,-88.5,17.5
1318,-87.5,17.5
1761,-86.5,17.5
1761,-85.5,17.5
1761,-84.5,17.5
1749,-83.5,17.5
1749,-82.5,17.5
1749,-81.5,17.5
1749,-80.5,17.5
1773,-79.5,17.5
1749,-78.5,17.5
1749,-77.5,17.5
1749,-76.5,17.5
1749,-75.5,17.5
1750,-74.5,17.5
1750,-73.5,17.5
1750,-72.5,17.5
1750,-71.5,17.5
1750,-70.5,17.5
1750,-69.5,17.5
1750,-68.5,17.5
1750,-67.5,17.5
1750,-66.5,17.5
1750,-65.5,17.5
1750,-64.5,17.5
1750,-63.5,17.5
1750,-62.5,17.5
1750,-61.5,17.5
1750,-60.5,17.5
1750,-59.5,17.5
1750,-58.5,17.5
1750,-57.5,17.5
1750,-56.5,17.5
1750,-55.5,17.5
1796,-94.5,16.5
-1,-93.5,16.5
-1,-92.5,16.5
-1,-91.5,16.5
-1,-90.5,16.5
-1,-89.5,16.5
105,-88.5,16.5
1761,-87.5,16.5
1761,-86.5,16.5
1761,-85.5,16.5
1761,-84.5,16.5
1797,-83.5,16.5
1749,-82.5,16.5
1773,-81.5,16.5
1773,-80.5,16.5
1773,-79.5,16.5
1773,-78.5,16.5
1773,-77.5,16.5
1750,-76.5,16.5
1750,-75.5,16.5
1750,-74.5,16.5
1750,-73.5,16.5
1750,-72.5,16.5
1750,-71.5,16.5
1750,-70.5,16.5
1750,-69.5,16.5
1750,-68.5,16.5
1750,-67.5,16.5
1750,-66.5,16.5
1750,-65.5,16.5
1750,-64.5,16.5
1750,-63.5,16.5
1750,-62.5,16.5
1750,-61.5,16.5
1750,-60.5,16.5
1750,-59.5,16.5
1750,-58.5,16.5
1750,-57.5,16.5
1750,-56.5,16.5
1750,-55.5,16.5
1796,-94.5,15.5
1796,-93.5,15.5
-1,-92.5,15.5
-1,-91.5,15.5
-1,-90.5,15.5
-1,-89.5,15.5
105,-88.5,15.5
1761,-87.5,15.5
-1,-86.5,15.5
-1,-85.5,15.5
1761,-84.5,15.5
993,-83.5,15.5
1750,-82.5,15.5
1773,-81.5,15.5
1773,-80.5,15.5
1773,-79.5,15.5
1773,-78.5,15.5
1750,-77.5,15.5
1750,-76.5,15.5
1750,-75.5,15.5
1750,-74.5,15.5
1750,-73.5,15.5
1750,-72.5,15.5
1750,-71.5,15.5
1750,-70.5,15.5
1750,-69.5,15.5
1750,-68.5,15.5
1750,-67.5,15.5
1750,-66.5,15.5
1750,-65.5,15.5
1750,-64.5,15.5
1750,-63.5,15.5
1750,-62.5,15.5
1750,-61.5,15.5
1750,-60.5,15.5
1750,-59.5,15.5
1750,-58.5,15.5
1750,-57.5,15.5
1688,-56.5,15.5
1688,-55.5,15.5
1745,-94.5,14.5
1193,-93.5,14.5
1193,-92.5,14.5
-1,-91.5,14.5
-1,-90.5,14.5
-1,-89.5,14.5
-1,-88.5,14.5
-1,-87.5,14.5
-1,-86.5,14.5
-1,-85.5,14.5
-1,-84.5,14.5
1750,-83.5,14.5
1750,-82.5,14.5
1750,-81.5,14.5
1750,-80.5,14.5
1773,-79.5,14.5
1773,-78.5,14.5
1750,-77.5,14.5
1750,-76.5,14.5
1750,-75.5,14.5
1750,-74.5,14.5
1750,-73.5,14.5
1606,-72.5,14.5
1606,-71.5,14.5
1750,-70.5,14.5
1750,-69.5,14.5
1750,-68.5,14.5
1750,-67.5,14.5
1750,-66.5,14.5
1750,-65.5,14.5
1750,-64.5,14.5
1629,-63.5,14.5
1629,-62.5,14.5
1689,-61.5,14.5
1689,-60.5,14.5
1629,-59.5,14.5
1629,-58.5,14.5
1689,-57.5,14.5
1688,-56.5,14.5
1688,-55.5,14.5
1193,-94.5,13.5
1193,-93.5,13.5
1193,-92.5,13.5
1193,-91.5,13.5
1193,-90.5,13.5
1193,-89.5,13.5
1193,-88.5,13.5
1757,-87.5,13.5
-1,-86.5,13.5
-1,-85.5,13.5
-1,-84.5,13.5
1750,-83.5,13.5
1750,-82.5,13.5
1750,-81.5,13.5
1750,-80.5,13.5
1750,-79.5,13.5
1773,-78.5,13.5
1750,-77.5,13.5
1750,-76.5,13.5
1750,-75.5,13.5
1750,-74.5,13.5
1606,-73.5,13.5
1606,-72.5,13.5
1690,-71.5,13.5
1690,-70.5,13.5
1689,-69.5,13.5
1689,-68.5,13.5
1629,-67.5,13.5
1629,-66.5,13.5
1557,-65.5,13.5
1557,-64.5,13.5
1749,-63.5,13.5
1629,-62.5,13.5
1629,-61.5,13.5
1689,-60.5,13.5
1689,-59.5,13.5
1689,-58.5,13.5
1689,-57.5,13.5
1689,-56.5,13.5
1689,-55.5,13.5
1193,-94.5,12.5
1193,-93.5,12.5
1193,-92.5,12.5
1193,-91.5,12.5
1193,-90.5,12.5
1193,-89.5,12.5
1193,-88.5,12.5
1193,-87.5,12.5
-1,-86.5,12.5
-1,-85.5,12.5
-1,-84.5,12.5
1750,-83.5,12.5
1750,-82.5,12.5
1750,-81.5,12.5
1750,-80.5,12.5
1750,-79.5,12.5
1750,-78.5,12.5
1750,-77.5,12.5
1750,-76.5,12.5
1750,-75.5,12.5
1750,-74.5,12.5
1797,-73.5,12.5
1690,-72.5,12.5
1690,-71.5,12.5
1690,-70.5,12.5
1690,-69.5,12.5
1689,-68.5,12.5
1629,-67.5,12.5
1629,-66.5,12.5
1557,-65.5,12.5
1557,-64.5,12.5
1749,-63.5,12.5
1749,-62.5,12.5
1629,-61.5,12.5
1629,-60.5,12.5
1689,-59.5,12.5
1689,-58.5,12.5
1689,-57.5,12.5
1689,-56.5,12.5
1689,-55.5,12.5
1193,-94.5,11.5
1193,-93.5,11.5
1193,-92.5,11.5
1193,-91.5,11.5
1193,-90.5,11.5
1193,-89.5,11.5
1193,-88.5,11.5
1193,-87.5,11.5
1193,-86.5,11.5
1193,-85.5,11.5
-1,-84.5,11.5
1750,-83.5,11.5
1750,-82.5,11.5
1750,-81.5,11.5
1750,-80.5,11.5
1750,-79.5,11.5
1750,-78.5,11.5
1750,-77.5,11.5
1750,-76.5,11.5
1750,-75.5,11.5
1797,-74.5,11.5
1797,-73.5,11.5
1690,-72.5,11.5
1690,-71.5,11.5
1690,-70.5,11.5
1690,-69.5,11.5
1774,-68.5,11.5
1665,-67.5,11.5
1665,-66.5,11.5
1677,-65.5,11.5
1677,-64.5,11.5
1677,-63.5,11.5
1677,-62.5,11.5
1629,-61.5,11.5
1797,-60.5,11.5
1797,-59.5,11.5
1689,-58.5,11.5
1689,-57.5,11.5
1689,-56.5,11.5
1689,-55.5,11.5
1061,-94.5,10.5
1193,-93.5,10.5
1193,-92.5,10.5
1193,-91.5,10.5
1193,-90.5,10.5
1193,-89.5,10.5
