"layer","x","y"
344,-79.5,28.5
344,-78.5,28.5
331,-77.5,28.5
331,-76.5,28.5
344,-75.5,28.5
344,-74.5,28.5
344,-73.5,28.5
344,-72.5,28.5
344,-71.5,28.5
344,-70.5,28.5
344,-69.5,28.5
344,-68.5,28.5
344,-67.5,28.5
344,-66.5,28.5
344,-65.5,28.5
43,-64.5,28.5
43,-63.5,28.5
43,-62.5,28.5
43,-61.5,28.5
43,-60.5,28.5
343,-59.5,28.5
343,-58.5,28.5
343,-57.5,28.5
343,-56.5,28.5
343,-55.5,28.5
343,-94.5,27.5
343,-93.5,27.5
343,-92.5,27.5
344,-91.5,27.5
344,-90.5,27.5
344,-89.5,27.5
200,-88.5,27.5
200,-87.5,27.5
200,-86.5,27.5
200,-85.5,27.5
354,-84.5,27.5
354,-83.5,27.5
259,-82.5,27.5
-1,-81.5,27.5
331,-80.5,27.5
344,-79.5,27.5
344,-78.5,27.5
331,-77.5,27.5
331,-76.5,27.5
331,-75.5,27.5
344,-74.5,27.5
344,-73.5,27.5
344,-72.5,27.5
344,-71.5,27.5
344,-70.5,27.5
283,-69.5,27.5
344,-68.5,27.5
344,-67.5,27.5
43,-66.5,27.5
43,-65.5,27.5
43,-64.5,27.5
43,-63.5,27.5
43,-62.5,27.5
43,-61.5,27.5
43,-60.5,27.5
43,-59.5,27.5
343,-58.5,27.5
343,-57.5,27.5
343,-56.5,27.5
224,-55.5,27.5
343,-94.5,26.5
343,-93.5,26.5
343,-92.5,26.5
343,-91.5,26.5
344,-90.5,26.5
344,-89.5,26.5
344,-88.5,26.5
354,-87.5,26.5
354,-86.5,26.5
200,-85.5,26.5
200,-84.5,26.5
200,-83.5,26.5
354,-82.5,26.5
-1,-81.5,26.5
-1,-80.5,26.5
344,-79.5,26.5
344,-78.5,26.5
344,-77.5,26.5
331,-76.5,26.5
331,-75.5,26.5
331,-74.5,26.5
344,-73.5,26.5
344,-72.5,26.5
283,-71.5,26.5
283,-70.5,26.5
283,-69.5,26.5
283,-68.5,26.5
283,-67.5,26.5
283,-66.5,26.5
283,-65.5,26.5
283,-64.5,26.5
283,-63.5,26.5
283,-62.5,26.5
283,-61.5,26.5
283,-60.5,26.5
43,-59.5,26.5
43,-58.5,26.5
343,-57.5,26.5
224,-56.5,26.5
127,-55.5,26.5
343,-94.5,25.5
343,-93.5,25.5
343,-92.5,25.5
343,-91.5,25.5
343,-90.5,25.5
344,-89.5,25.5
344,-88.5,25.5
79,-87.5,25.5
354,-86.5,25.5
200,-85.5,25.5
200,-84.5,25.5
354,-83.5,25.5
354,-82.5,25.5
331,-81.5,25.5
331,-80.5,25.5
344,-79.5,25.5
344,-78.5,25.5
331,-77.5,25.5
331,-76.5,25.5
331,-75.5,25.5
331,-74.5,25.5
283,-73.5,25.5
283,-72.5,25.5
283,-71.5,25.5
283,-70.5,25.5
283,-69.5,25.5
283,-68.5,25.5
283,-67.5,25.5
283,-66.5,25.5
283,-65.5,25.5
283,-64.5,25.5
283,-63.5,25.5
283,-62.5,25.5
283,-61.5,25.5
283,-60.5,25.5
43,-59.5,25.5
43,-58.5,25.5
127,-57.5,25.5
127,-56.5,25.5
127,-55.5,25.5
343,-94.5,24.5
343,-93.5,24.5
343,-92.5,24.5
343,-91.5,24.5
343,-90.5,24.5
343,-89.5,24.5
200,-88.5,24.5
200,-87.5,24.5
200,-86.5,24.5
200,-85.5,24.5
354,-84.5,24.5
354,-83.5,24.5
354,-82.5,24.5
331,-81.5,24.5
331,-80.5,24.5
331,-79.5,24.5
331,-78.5,24.5
331,-77.5,24.5
331,-76.5,24.5
331,-75.5,24.5
283,-74.5,24.5
283,-73.5,24.5
283,-72.5,24.5
283,-71.5,24.5
283,-70.5,24.5
283,-69.5,24.5
283,-68.5,24.5
283,-67.5,24.5
283,-66.5,24.5
283,-65.5,24.5
283,-64.5,24.5
283,-63.5,24.5
283,-62.5,24.5
283,-61.5,24.5
283,-60.5,24.5
283,-59.5,24.5
139,-58.5,24.5
140,-57.5,24.5
140,-56.5,24.5
140,-55.5,24.5
343,-94.5,23.5
343,-93.5,23.5
343,-92.5,23.5
343,-91.5,23.5
343,-90.5,23.5
200,-89.5,23.5
200,-88.5,23.5
200,-87.5,23.5
200,-86.5,23.5
200,-85.5,23.5
354,-84.5,23.5
354,-83.5,23.5
354,-82.5,23.5
354,-81.5,23.5
331,-80.5,23.5
331,-79.5,23.5
331,-78.5,23.5
331,-77.5,23.5
331,-76.5,23.5
332,-75.5,23.5
283,-74.5,23.5
283,-73.5,23.5
283,-72.5,23.5
283,-71.5,23.5
283,-70.5,23.5
283,-69.5,23.5
283,-68.5,23.5
283,-67.5,23.5
283,-66.5,23.5
283,-65.5,23.5
283,-64.5,23.5
283,-63.5,23.5
283,-62.5,23.5
283,-61.5,23.5
283,-60.5,23.5
139,-59.5,23.5
139,-58.5,23.5
139,-57.5,23.5
140,-56.5,23.5
140,-55.5,23.5
343,-94.5,22.5
343,-93.5,22.5
343,-92.5,22.5
343,-91.5,22.5
343,-90.5,22.5
200,-89.5,22.5
200,-88.5,22.5
200,-87.5,22.5
200,-86.5,22.5
354,-85.5,22.5
354,-84.5,22.5
354,-83.5,22.5
354,-82.5,22.5
354,-81.5,22.5
-1,-80.5,22.5
354,-79.5,22.5
331,-78.5,22.5
331,-77.5,22.5
332,-76.5,22.5
332,-75.5,22.5
332,-74.5,22.5
283,-73.5,22.5
283,-72.5,22.5
283,-71.5,22.5
283,-70.5,22.5
283,-69.5,22.5
283,-68.5,22.5
283,-67.5,22.5
283,-66.5,22.5
283,-65.5,22.5
283,-64.5,22.5
283,-63.5,22.5
283,-62.5,22.5
283,-61.5,22.5
283,-60.5,22.5
283,-59.5,22.5
139,-58.5,22.5
139,-57.5,22.5
139,-56.5,22.5
140,-55.5,22.5
343,-94.5,21.5
343,-93.5,21.5
343,-92.5,21.5
343,-91.5,21.5
343,-90.5,21.5
200,-89.5,21.5
200,-88.5,21.5
200,-87.5,21.5
354,-86.5,21.5
354,-85.5,21.5
354,-84.5,21.5
354,-83.5,21.5
354,-82.5,21.5
354,-81.5,21.5
354,-80.5,21.5
354,-79.5,21.5
354,-78.5,21.5
332,-77.5,21.5
332,-76.5,21.5
332,-75.5,21.5
332,-74.5,21.5
332,-73.5,21.5
332,-72.5,21.5
283,-71.5,21.5
283,-70.5,21.5
283,-69.5,21.5
283,-68.5,21.5
283,-67.5,21.5
283,-66.5,21.5
283,-65.5,21.5
283,-64.5,21.5
283,-63.5,21.5
283,-62.5,21.5
283,-61.5,21.5
224,-60.5,21.5
224,-59.5,21.5
104,-58.5,21.5
139,-57.5,21.5
139,-56.5,21.5
224,-55.5,21.5
343,-94.5,20.5
343,-93.5,20.5
343,-92.5,20.5
343,-91.5,20.5
343,-90.5,20.5
-1,-89.5,20.5
-1,-88.5,20.5
-1,-87.5,20.5
223,-86.5,20.5
223,-85.5,20.5
223,-84.5,20.5
223,-83.5,20.5
223,-82.5,20.5
223,-81.5,20.5
223,-80.5,20.5
354,-79.5,20.5
354,-78.5,20.5
332,-77.5,20.5
-1,-76.5,20.5
332,-75.5,20.5
332,-74.5,20.5
332,-73.5,20.5
332,-72.5,20.5
332,-71.5,20.5
332,-70.5,20.5
224,-69.5,20.5
224,-68.5,20.5
283,-67.5,20.5
283,-66.5,20.5
283,-65.5,20.5
283,-64.5,20.5
283,-63.5,20.5
283,-62.5,20.5
92,-61.5,20.5
92,-60.5,20.5
92,-59.5,20.5
92,-58.5,20.5
91,-57.5,20.5
91,-56.5,20.5
92,-55.5,20.5
343,-94.5,19.5
343,-93.5,19.5
66,-92.5,19.5
66,-91.5,19.5
66,-90.5,19.5
-1,-89.5,19.5
-1,-88.5,19.5
223,-87.5,19.5
223,-86.5,19.5
223,-85.5,19.5
223,-84.5,19.5
223,-83.5,19.5
223,-82.5,19.5
223,-81.5,19.5
223,-80.5,19.5
223,-79.5,19.5
56,-78.5,19.5
332,-77.5,19.5
332,-76.5,19.5
332,-75.5,19.5
332,-74.5,19.5
332,-73.5,19.5
332,-72.5,19.5
-1,-71.5,19.5
332,-70.5,19.5
92,-69.5,19.5
92,-68.5,19.5
92,-67.5,19.5
92,-66.5,19.5
92,-65.5,19.5
92,-64.5,19.5
92,-63.5,19.5
92,-62.5,19.5
92,-61.5,19.5
92,-60.5,19.5
92,-59.5,19.5
92,-58.5,19.5
91,-57.5,19.5
91,-56.5,19.5
92,-55.5,19.5
355,-94.5,18.5
66,-93.5,18.5
66,-92.5,18.5
66,-91.5,18.5
-1,-90.5,18.5
-1,-89.5,18.5
-1,-88.5,18.5
163,-87.5,18.5
223,-86.5,18.5
223,-85.5,18.5
223,-84.5,18.5
223,-83.5,18.5
223,-82.5,18.5
222,-81.5,18.5
236,-80.5,18.5
43,-79.5,18.5
43,-78.5,18.5
43,-77.5,18.5
91,-76.5,18.5
91,-75.5,18.5
91,-74.5,18.5
332,-73.5,18.5
332,-72.5,18.5
-1,-71.5,18.5
92,-70.5,18.5
92,-69.5,18.5
92,-68.5,18.5
92,-67.5,18.5
92,-66.5,18.5
92,-65.5,18.5
92,-64.5,18.5
92,-63.5,18.5
92,-62.5,18.5
92,-61.5,18.5
92,-60.5,18.5
92,-59.5,18.5
92,-58.5,18.5
91,-57.5,18.5
91,-56.5,18.5
92,-55.5,18.5
-1,-94.5,17.5
-1,-93.5,17.5
-1,-92.5,17.5
-1,-91.5,17.5
-1,-90.5,17.5
-1,-89.5,17.5
354,-88.5,17.5
163,-87.5,17.5
223,-86.5,17.5
223,-85.5,17.5
223,-84.5,17.5
223,-83.5,17.5
222,-82.5,17.5
236,-81.5,17.5
43,-80.5,17.5
43,-79.5,17.5
43,-78.5,17.5
91,-77.5,17.5
91,-76.5,17.5
91,-75.5,17.5
91,-74.5,17.5
55,-73.5,17.5
55,-72.5,17.5
92,-71.5,17.5
92,-70.5,17.5
92,-69.5,17.5
92,-68.5,17.5
92,-67.5,17.5
92,-66.5,17.5
92,-65.5,17.5
92,-64.5,17.5
92,-63.5,17.5
92,-62.5,17.5
92,-61.5,17.5
92,-60.5,17.5
92,-59.5,17.5
92,-58.5,17.5
91,-57.5,17.5
91,-56.5,17.5
92,-55.5,17.5
42,-94.5,16.5
-1,-93.5,16.5
-1,-92.5,16.5
-1,-91.5,16.5
-1,-90.5,16.5
-1,-89.5,16.5
354,-88.5,16.5
354,-87.5,16.5
223,-86.5,16.5
223,-85.5,16.5
222,-84.5,16.5
222,-83.5,16.5
42,-82.5,16.5
43,-81.5,16.5
43,-80.5,16.5
43,-79.5,16.5
43,-78.5,16.5
91,-77.5,16.5
91,-76.5,16.5
91,-75.5,16.5
91,-74.5,16.5
55,-73.5,16.5
92,-72.5,16.5
92,-71.5,16.5
92,-70.5,16.5
92,-69.5,16.5
92,-68.5,16.5
92,-67.5,16.5
92,-66.5,16.5
92,-65.5,16.5
92,-64.5,16.5
92,-63.5,16.5
92,-62.5,16.5
92,-61.5,16.5
92,-60.5,16.5
92,-59.5,16.5
92,-58.5,16.5
92,-57.5,16.5
92,-56.5,16.5
92,-55.5,16.5
42,-94.5,15.5
42,-93.5,15.5
-1,-92.5,15.5
-1,-91.5,15.5
-1,-90.5,15.5
-1,-89.5,15.5
354,-88.5,15.5
355,-87.5,15.5
-1,-86.5,15.5
-1,-85.5,15.5
222,-84.5,15.5
42,-83.5,15.5
42,-82.5,15.5
43,-81.5,15.5
43,-80.5,15.5
43,-79.5,15.5
91,-78.5,15.5
91,-77.5,15.5
91,-76.5,15.5
91,-75.5,15.5
91,-74.5,15.5
55,-73.5,15.5
92,-72.5,15.5
92,-71.5,15.5
92,-70.5,15.5
92,-69.5,15.5
92,-68.5,15.5
92,-67.5,15.5
92,-66.5,15.5
92,-65.5,15.5
92,-64.5,15.5
92,-63.5,15.5
92,-62.5,15.5
92,-61.5,15.5
92,-60.5,15.5
92,-59.5,15.5
92,-58.5,15.5
92,-57.5,15.5
92,-56.5,15.5
92,-55.5,15.5
42,-94.5,14.5
42,-93.5,14.5
41,-92.5,14.5
-1,-91.5,14.5
-1,-90.5,14.5
-1,-89.5,14.5
-1,-88.5,14.5
-1,-87.5,14.5
-1,-86.5,14.5
-1,-85.5,14.5
-1,-84.5,14.5
211,-83.5,14.5
211,-82.5,14.5
42,-81.5,14.5
43,-80.5,14.5
43,-79.5,14.5
91,-78.5,14.5
91,-77.5,14.5
91,-76.5,14.5
91,-75.5,14.5
91,-74.5,14.5
55,-73.5,14.5
92,-72.5,14.5
92,-71.5,14.5
92,-70.5,14.5
92,-69.5,14.5
92,-68.5,14.5
92,-67.5,14.5
92,-66.5,14.5
92,-65.5,14.5
92,-64.5,14.5
91,-63.5,14.5
91,-62.5,14.5
92,-61.5,14.5
92,-60.5,14.5
92,-59.5,14.5
92,-58.5,14.5
92,-57.5,14.5
92,-56.5,14.5
92,-55.5,14.5
42,-94.5,13.5
41,-93.5,13.5
41,-92.5,13.5
42,-91.5,13.5
331,-90.5,13.5
331,-89.5,13.5
91,-88.5,13.5
91,-87.5,13.5
-1,-86.5,13.5
-1,-85.5,13.5
-1,-84.5,13.5
211,-83.5,13.5
211,-82.5,13.5
91,-81.5,13.5
91,-80.5,13.5
91,-79.5,13.5
91,-78.5,13.5
91,-77.5,13.5
91,-76.5,13.5
91,-75.5,13.5
55,-74.5,13.5
55,-73.5,13.5
42,-72.5,13.5
42,-71.5,13.5
42,-70.5,13.5
42,-69.5,13.5
92,-68.5,13.5
92,-67.5,13.5
92,-66.5,13.5
92,-65.5,13.5
92,-64.5,13.5
91,-63.5,13.5
91,-62.5,13.5
91,-61.5,13.5
43,-60.5,13.5
92,-59.5,13.5
92,-58.5,13.5
92,-57.5,13.5
92,-56.5,13.5
92,-55.5,13.5
41,-94.5,12.5
41,-93.5,12.5
41,-92.5,12.5
42,-91.5,12.5
331,-90.5,12.5
331,-89.5,12.5
91,-88.5,12.5
91,-87.5,12.5
-1,-86.5,12.5
-1,-85.5,12.5
-1,-84.5,12.5
55,-83.5,12.5
55,-82.5,12.5
91,-81.5,12.5
91,-80.5,12.5
91,-79.5,12.5
91,-78.5,12.5
91,-77.5,12.5
91,-76.5,12.5
55,-75.5,12.5
55,-74.5,12.5
235,-73.5,12.5
235,-72.5,12.5
42,-71.5,12.5
42,-70.5,12.5
42,-69.5,12.5
91,-68.5,12.5
92,-67.5,12.5
92,-66.5,12.5
92,-65.5,12.5
92,-64.5,12.5
91,-63.5,12.5
91,-62.5,12.5
91,-61.5,12.5
44,-60.5,12.5
91,-59.5,12.5
92,-58.5,12.5
92,-57.5,12.5
92,-56.5,12.5
92,-55.5,12.5
41,-94.5,11.5
41,-93.5,11.5
54,-92.5,11.5
54,-91.5,11.5
91,-90.5,11.5
331,-89.5,11.5
91,-88.5,11.5
91,-87.5,11.5
43,-86.5,11.5
43,-85.5,11.5
-1,-84.5,11.5
55,-83.5,11.5
55,-82.5,11.5
91,-81.5,11.5
91,-80.5,11.5
91,-79.5,11.5
91,-78.5,11.5
92,-77.5,11.5
55,-76.5,11.5
55,-75.5,11.5
236,-74.5,11.5
235,-73.5,11.5
235,-72.5,11.5
151,-71.5,11.5
103,-70.5,11.5
42,-69.5,11.5
8,-68.5,11.5
92,-67.5,11.5
92,-66.5,11.5
92,-65.5,11.5
91,-64.5,11.5
91,-63.5,11.5
55,-62.5,11.5
91,-61.5,11.5
91,-60.5,11.5
91,-59.5,11.5
91,-58.5,11.5
91,-57.5,11.5
92,-56.5,11.5
92,-55.5,11.5
222,-94.5,10.5
102,-93.5,10.5
102,-92.5,10.5
91,-91.5,10.5
91,-90.5,10.5
91,-89.5,10.5
91,-88.5,10.5
43,-87.5,10.5
43,-86.5,10.5
43,-85.5,10.5
-1,-84.5,10.5
42,-83.5,10.5
42,-82.5,10.5
43,-81.5,10.5
43,-80.5,10.5
92,-79.5,10.5
92,-78.5,10.5
92,-77.5,10.5
92,-76.5,10.5
42,-75.5,10.5
-1,-74.5,10.5
-1,-73.5,10.5
-1,-72.5,10.5
-1,-71.5,10.5
-1,-70.5,10.5
-1,-69.5,10.5
-1,-68.5,10.5
92,-67.5,10.5
92,-66.5,10.5
92,-65.5,10.5
91,-64.5,10.5
91,-63.5,10.5
43,-62.5,10.5
91,-61.5,10.5
91,-60.5,10.5
55,-59.5,10.5
55,-58.5,10.5
55,-57.5,10.5
55,-56.5,10.5
92,-55.5,10.5
43,-94.5,9.5
222,-93.5,9.5
91,-92.5,9.5
91,-91.5,9.5
91,-90.5,9.5
41,-89.5,9.5
42,-88.5,9.5
42,-87.5,9.5
42,-86.5,9.5
42,-85.5,9.5
42,-84.5,9.5
-1,-83.5,9.5
42,-82.5,9.5
42,-81.5,9.5
152,-80.5,9.5
92,-79.5,9.5
92,-78.5,9.5
92,-77.5,9.5
92,-76.5,9.5
42,-75.5,9.5
-1,-74.5,9.5
-1,-73.5,9.5
-1,-72.5,9.5
91,-71.5,9.5
-1,-70.5,9.5
-1,-69.5,9.5
-1,-68.5,9.5
-1,-67.5,9.5
-1,-66.5,9.5
-1,-65.5,9.5
-1,-64.5,9.5
-1,-63.5,9.5
-1,-62.5,9.5
91,-61.5,9.5
91,-60.5,9.5
55,-59.5,9.5
55,-58.5,9.5
55,-57.5,9.5
55,-56.5,9.5
92,-55.5,9.5
222,-94.5,8.5
222,-93.5,8.5
222,-92.5,8.5
54,-91.5,8.5
42,-90.5,8.5
42,-89.5,8.5
42,-88.5,8.5
42,-87.5,8.5
